adult;original_title;overview;popularity;release_date;vote_average;vote_count
False;紅の豚;Periodo de entreguerras. Porco es un cerdo aviador que fustra todos los actos de piratería perpetrados por los piratas aéreos del Adriático. Éstos, decididos a acabar con el valiente y hábil Porco, se unen para contratar a un aventurero americano que le elimine de los aires donde las mafias operan;25.338;1992-07-18;7.785;2992
False;"Le Creusement Des Os, or ""waltsvlog.mp4""";;25.128;2023-12-16;0.0;0
False;Devoción;Devoción narra los encuentros entre Fernando, acusado de homicidio, y Ruth, una mujer que se enamora de él y que hace de su defensa y absolución una cruzada personal. A través de varios encuentros íntimos a lo largo de varios años se va desentrañando la intriga del crimen del que se le acusa....;16.883;2023-12-15;0.0;0
False;Film annonce du film qui n’existera jamais : « Drôles de guerres »;;16.523;2023-12-15;0.0;0
False;Pole Dance;;17.521;2023-12-15;5.0;1
False;छापा काटा;;14.588;2023-12-15;0.0;0
False;FERTILIZER;;14.585;2023-12-15;0.0;0
False;Children of the Corn;En un pequeño pueblo en Nebraska, un grupo de adultos son masacrados por sus hijos, después de que la irresponsabilidad de los adultos arruina la cosecha y el futuro de los niños. Una actualización moderna de la historia de culto de Stephen King.;23.12;2020-10-23;5.2;74
False;Fire of Love: RED;;14.761;2023-12-15;0.0;0
False;Assimetria;;14.456;2023-12-15;0.0;0
False;Santocielo;;20.814;2023-12-14;6.5;1
False;कैसीयेडोर;;14.434;2023-12-15;0.0;0
False;Kapan Hamil?;;18.587;2023-12-14;6.5;2
False;Reality;Augusta, Georgia, Estados Unidos, 3 de junio de 2017. Tras hacer unos recados, Reality Winner regresa a su casa, donde es abordada por dos hombres.;29.169;2023-06-02;6.319;218
False;언더 유어 베드;;22.179;2023-12-13;0.0;0
False;Memoria;;14.248;2023-12-15;0.0;0
False;The Bricklayer;Alguien está chantajeando a la CIA asesinando a periodistas extranjeros y haciendo que parezca que la agencia es la responsable.;31.167;2023-12-14;0.0;0
False;Placebo - This Is What You Wanted: Live in Mexico City;;16.906;2023-12-15;0.0;0
False;TAEMIN SOLO CONCERT : METAMORPH;;23.657;2023-12-16;0.0;0
False;lo que no hablo con mi madre;;14.386;2023-12-15;0.0;0
False;Coloratura;;16.128;2023-12-15;0.0;0
False;Visul;;14.879;2023-12-15;0.0;0
False;The Estate;Macey y Savanna andan justas de recursos, pero sobradas de voluntad. A estas dos hermanas, que a duras penas consiguen sacar adelante su destartalada cafetería, se les ocurre una idea para salir de pobres: ganarse a su pudiente tía Hilda, que padece una enfermedad terminal, y pegar el pelotazo. Sería el plan perfecto si Macey y Savanna no fueran las únicas de la familia con ganas de convertirse en herederas de esta matriarca controladora y cascarrabias.;26.411;2022-11-04;5.6;78
False;Necessity: Transgender Touch;;15.369;2023-12-15;0.0;0
False;Chal Bhajj Chaliye;;14.036;2023-12-15;0.0;0
False;Manduka;;17.385;2023-12-15;0.0;0
False;Heaven Down Here;;32.728;2023-12-14;8.0;2
False;愛是一把槍;;16.939;2023-12-15;6.0;1
False;El hombre del saco;Explora y revela y nos trae a la gran pantalla el popular personaje que tantas pesadillas ha provocado entre los más jóvenes y que nos sumerge en los orígenes españoles de la historia: un almeriense enfermo de tuberculosis dispuesto a cualquier cosa para curarse, incluso a beberse la sangre de los niños que secuestra en un saco.;28.634;2023-08-11;6.012;43
False;A  Christmas Intern;;25.774;2023-12-16;0.0;0
False;Golda;Se centra en las responsabilidades y decisiones intensamente dramáticas y de alto riesgo que enfrentó Golda Meir, también conocida como la 'Dama de Hierro de Israel' durante la Guerra de Yom Kippur.;24.686;2023-03-30;6.7;71
False;Wanha Markku;;17.832;2023-12-15;0.0;0
False;戏杀;;16.107;2023-12-15;0.0;0
False;MAGNAPINNA;;16.867;2023-12-15;0.0;0
False;தீதும் சூதும் எந்தன் முகவரி;;13.856;2023-12-15;0.0;0
False;귀공자;Un chico pelea en estadios de boxeo ilegales en Filipinas y ha estado buscando a su padre coreano para conseguir dinero para la operación de su madre filipina enferma. Un día, recibe un mensaje de su padre coreano y vuela a Corea del Sur para encontrarse con él, al llegar será perseguido por distintos bandos sin saber la razón de su persecución.;23.069;2023-06-21;7.1;41
False;জীবন যন্ত্রণা;;16.323;2023-12-15;0.0;0
False;অতি উত্তম;;16.567;2023-12-15;0.0;0
False;Ultimate Chabite;;13.805;2023-12-15;0.0;0
False;The Solace of Music.;;15.79;2023-12-15;0.0;0
False;Tá Roxeda;;15.163;2023-12-15;3.0;1
False;bodybag;;13.708;2023-12-15;0.0;0
False;JAUME;;13.69;2023-12-15;0.0;0
False;The Origins;;15.018;2023-12-15;0.0;0
False;The Good Human;;24.868;2023-12-16;0.0;0
False;Colours of the Lake;;16.032;2023-12-15;0.0;0
False;I put on the Glasses but still I could not see;;13.989;2023-12-15;0.0;0
False;The Georgetown Project;;17.404;2023-12-14;0.0;0
False;99％、いつも曇り;;16.514;2023-12-15;0.0;0
False;Ejnar's Christmas: 10th Anniversary Edition;;13.731;2023-12-15;0.0;0
False;ลุ้นรักป่วน ก๊วนแฟนเก่า;Risa (Ranee Campen) y sus amigos son organizadores de bodas al borde de la bancarrota, por lo que aceptan a regañadientes encargarse de una boda india. Risa no solo descubre que el novio, Arun (Mahir Pandhi), es su ex, sino que, además, se ve obligada a contratar a su otro ex, Tim (Vachirawit Chivaaree), como fotógrafo.;26.549;2023-11-16;7.0;1
False;The Sacrifice Game;Ya es bastante malo que las estudiantes del internado Samantha y Clara no puedan volver a casa durante las vacaciones, pero las cosas toman un giro mortal cuando una pandilla asesina llega a su puerta, justo a tiempo para la Navidad.;22.529;2023-12-07;5.5;8
False;Adagio;;18.583;2023-12-14;6.786;7
False;12 Games of Christmas;;31.43;2023-12-17;0.0;0
False;ফুটবল ৭১;;16.228;2023-12-15;0.0;0
False;Unicorn Wars;El ejército osito adoctrina a jóvenes reclutas para la guerra que libran contra los unicornios y amenaza la seguridad del pueblo osito. Los hermanos Azulín y Gordi, junto a un inexperto grupo de reclutas, serán enviados a una peligrosa misión para salvar el Bosque Mágico. ¿Estarán los ositos preparados para ello?;16.174;2022-10-21;7.19;84
False;American Symphony;En este documental intimista, el músico Jon Batiste trata de componer una sinfonía mientras su esposa, la escritora Suleika Jaouad, se somete a un tratamiento de cáncer.;31.329;2023-11-24;8.75;7
False;クレイジークルーズ;Suguru Ubukata (Ryo Yoshizawa) trabaja como mayordomo en el gigantesco crucero de lujo MSC Bellissima. El barco se dirige actualmente al mar Egeo. Durante este viaje, Suguru Ubukata conoce a la misteriosa pasajera Chizuru Banjaku (Aoi Miyazaki). Ambos se ven envueltos en un caso de asesinato que tiene lugar en el crucero.;25.686;2023-11-16;5.6;15
False;Lady Ballers;;26.226;2023-12-01;6.688;24
False;União Instável;Cuando Alex y Eva deciden celebrar su boda en el lugar donde se conocieron, lo que menos se esperan es que su camino al altar vaya a estar lleno de tropiezos.;27.767;2023-11-24;6.3;3
False;My Christmas Hero;;28.076;2023-11-24;7.9;6
False;As bestas;Una pareja francesa de mediana edad, Antoine y Olga, llega a vivir a un pueblo gallego en busca de una mayor cercanía con la naturaleza. Su presencia, sin embargo, enciende a dos lugareños, los hermanos Xan y Lorenzo, hasta el punto de una abierta hostilidad y luego una violencia impactante.;20.06;2022-07-20;7.515;546
False;싱크홀;El ciudadano promedio Dong-won y su familia se mudan a una casa comprada después de años de arduo trabajo. Lleno de felicidad, invita a sus compañeros a una fiesta de inauguración, pero la fuerte lluvia de la noche anterior crea un gigantesco sumidero y en un minuto se traga toda la casa y las personas que están dentro. A cientos de metros del agujero, Dong-won, su vecino Man-su y los desafortunados invitados deben encontrar la salida. La lluvia comienza a caer, llenando el sumidero de agua y se les acaba el tiempo.;19.013;2021-08-11;7.1;109
False;கேப்டன் மில்லர்;;18.935;2023-12-15;0.0;0
False;The Movie Men 2;;25.563;2023-12-16;0.0;0
False;Malum;Una oficial de policía novata acepta voluntariamente el último turno en una estación de policía recién clausurada en un intento por descubrir la misteriosa conexión entre la muerte de su padre y un culto vicioso.;21.668;2023-03-31;5.873;63
False;Dial S for Santa;;29.792;2023-12-17;0.0;0
False;Christmas in Notting Hill;;16.759;2023-11-25;7.5;6
False;An Ice Palace Romance;;19.155;2023-12-14;8.0;2
False;Womb;;23.195;2023-12-16;0.0;0
False;Elena sabe;A pesar de su inexorable deterioro, una mujer con la enfermedad de Parkinson no cejará hasta encontrar a los responsables de la muerte de su hija.;22.332;2023-11-16;6.339;28
False;The Candlenights 2023 Special;;20.664;2023-12-16;0.0;0
False;Blood Vessel;Seis personas unidas por el azar huyen de una ciudad devastada por la contaminación y terminan como polizones a bordo de un misterioso barco, sin noción del peligro que corren.;28.93;2023-12-08;7.083;12
False;Dynamo is Dead;;17.552;2023-12-14;0.0;0
False;Angel Baby;;16.944;2023-12-15;0.0;0
False;消失的她;La esposa de He Fei, Li Muzi, desaparece durante su viaje de aniversario. Cuando ella reaparece, él insiste en que ella no es su esposa. A medida que Chen Mai, un destacado abogado, se involucra en este extraño caso, comienzan a surgir más misterios.;20.717;2023-06-22;6.452;52
False;长空之王;Un talentoso piloto en formación tiene la oportunidad de probar virtualmente el último avión de combate, lo que lo lleva al límite.;17.643;2023-04-28;5.8;25
False;Friends & Family Christmas;;28.546;2023-12-17;0.0;0
False;Extraña forma de vida;Un hombre cruza a caballo el desierto que le separa de Bitter Creek. Viene a visitar al Sheriff Jake. Veinticinco años antes, ambos -el sheriff y Silva, el ranchero que cabalga a su encuentro- trabajaron juntos como pistoleros a sueldo. Silva viene con el pretexto de reencontrarse con su amigo de juventud, y en efecto celebran su encuentro, pero a la mañana siguiente el sheriff Jake le dice que la razón de su viaje no es el recuerdo de su vieja amistad.;28.438;2023-05-26;6.406;160
False;Lille Allan - Den menneskelige antenne;Allan tiene 11 años, y en su solitario verano termina ejerciendo de antena humana para su vecino obsesionado con los OVNIS. Pero lo que se encuentran es tan solo a Britney, una niña extraterrestre que está haciendo un trabajo para la escuela sobre la primitiva raza humana. Allan la tiene que ayudar a volver a casa, pero entretanto ella intenta comprender a su espécimen humano.;13.818;2022-07-21;6.9;33
False;All Fun and Games;"Dos niños juegan con su sádico primo mayor y despiertan una entidad cruel conocida como ""El Skarrow"".";19.269;2023-08-30;5.7;35
False;Bastarden;En 1755, el empobrecido capitán Ludvig Kahlen se dispone a conquistar los duros e inhóspitos páramos daneses con un objetivo aparentemente imposible: crear una colonia en nombre del rey. A cambio, recibirá un nombre real que anhela con desesperación. Sin embargo, el único gobernante de la zona, el despiadado Frederik de Schinkel, cree arrogantemente que esa tierra le pertenece. Cuando de Schinkel se percata de que su criada Ann Barbara y su servil marido han escapado para refugiarse con Kahlen, el privilegiado y rencoroso gobernante jura venganza y promete hacer todo lo que esté a su alcance para ahuyentar al capitán. Pero Kahlen no se deja intimidar y emprende una batalla tan desigual que pondrá en riesgo no solo su vida, sino también a la familia de personas marginadas que se ha formado a su alrededor.;23.313;2023-10-05;7.5;4
False;노량: 죽음의 바다;;19.35;2023-12-20;0.0;0
False;Creating Christmas;;14.977;2023-12-14;6.0;1
False;Living;Ambientada en la década de 1950 en Londres, la película sigue a Williams, un veterano funcionario enterrado bajo el papeleo de la oficina mientras la ciudad se reconstruye después de la II Guerra Mundial. Al recibir un demoledor diagnóstico médico, vacía su cuenta de ahorros y se dirige a la costa. Se promete hacer de sus últimos días un tiempo significativo, pero se percata de que no sabe cómo hacerlo. Después de que un misterioso desconocido lo lleve a la ciudad, Williams se siente intrigado por una joven compañera de trabajo que parece poseer la vitalidad que él había perdido. Con la ayuda de su optimista colega, Williams pone todo su empeño en hacer feliz, de un modo sorprendente, a su entorno.;26.945;2022-11-04;7.0;297
False;The Palace;;19.313;2023-09-28;5.614;35
False;Blood;Jess, una madre y enfermera recién separada, se muda a su antigua granja familiar con Tyler, su hija adolescente, y Owen, su hijo de ocho años. Una noche, el perro de la familia detecta algo en el bosque y sale corriendo a buscarlo. Regresa un par de días después y ataca a Owen, mordiéndolo salvajemente antes de que Jess pueda intervenir. Owen es llevado de urgencia al hospital. Su condición empeora y nadie puede entender por qué... hasta que Jess descubre una cura inquietante...;18.949;2023-01-12;6.9;129
False;Los delincuentes;Dos empleados de banco en un determinado momento de sus vidas se cuestionan la existencia rutinaria que llevan adelante. Uno de ellos encuentra una solución, cometer un delito. De alguna manera lo logra y compromete su destino al de su compañero.;26.785;2023-10-18;8.2;2
False;劫數難逃;;14.006;2023-12-14;0.0;0
False;American Fiction;;22.703;2023-11-10;8.0;2
False;Roter Himmel;"Un verano caluroso y seco, como tantos en los últimos años. Los incendios forestales son incontrolables. Cuatro jóvenes se reúnen en una casa de vacaciones junto al mar Báltico, no lejos de Ahrenshoop. Lenta e imperceptiblemente son cercados por las llamas. Un cielo rojo se cierne sobre ellos. Dudan, tienen miedo, pero no por los incendios; es el amor lo que les asusta.";14.304;2023-04-20;7.1;66
False;In the Fire;Una pareja tiene que enfrentarse tanto a los aldeanos como al sacerdote local, quienes temen que su hijo esté poseído por fuerzas demoníacas y sea la razón de todos los males del pueblo. Tras la muerte de su esposa, Don Márquez recurre a Grace Victoria Burnham, una psiquiatra estadounidense, para descubrir qué aqueja al niño.;14.939;2023-09-14;6.2;18
False;791 KM;;14.959;2023-12-14;0.0;0
False;しん！クレヨンしんちゃんTHE MOVIE 超能力大決戦 ～とべとべ手巻き寿司～;;17.163;2023-08-04;8.0;1
False;交換ウソ日記;;14.356;2023-07-07;0.0;0
False;彈味中的嬰孩;;25.371;2023-12-17;0.0;0
False;Mog's Christmas;;25.253;2023-12-17;0.0;0
False;Nefes - Yer Eksi İki;;13.16;2023-12-14;0.0;0
False;Time for Her to Come Home for Christmas;;11.505;2023-11-16;7.7;6
False;Control;;17.917;2023-12-14;0.0;0
False;A Christmas Blessing;;18.046;2023-11-12;7.5;2
False;American Carnage;Después de que un gobernador emita una orden ejecutiva para arrestar a los hijos de inmigrantes indocumentados, a los jóvenes detenidos se les ofrece la oportunidad de que se les retiren los cargos ofreciéndose como voluntarios para cuidar a los ancianos. Sin embargo, una vez dentro del centro de cuidado de ancianos, descubren más secretos retorcidos de los que podrían haber imaginado.;21.711;2022-07-15;6.053;113
False;Perfect Days;Hirayama parece totalmente satisfecho con su sencilla vida de limpiador de retretes en Tokio. Fuera de su estructurada rutina diaria, disfruta de su pasión por la música y los libros. Le encantan los árboles y les hace fotos. Una serie de encuentros inesperados revelan poco a poco más de su pasado.;18.611;2023-11-10;7.0;37
False;Mooned;;20.483;2023-12-06;6.8;3
False;Walden;;24.669;2023-12-12;5.333;3
False;Bye Bye Barry;;16.791;2023-11-20;8.0;6
False;夏へのトンネル、さよならの出口;Tono Kaoru escuchó un rumor: Las leyes del espacio y del tiempo no significan nada para el Túnel de Urashima. Si lo encuentras, pasa a través de él y encontrarás el deseo de tu corazón al otro lado… a cambio de años de tu propia vida. La noche en que Kaoru se encuentra frente a un túnel que se parece sospechosamente al que describe el rumor, se encuentra pensando en Karen, la hermana que perdió en un accidente hace cinco años. Para sorpresa de Kaoru, le ha seguido la nueva estudiante transferida Anzu Hanaki, que promete ayudarle a experimentar con el misterioso túnel, pero ¿qué quiere de Kaoru a cambio? ¿Y qué le quedará a él por dar, después de que el túnel haya acabado con él?;17.383;2022-09-09;7.89;82
False;Inspector Sun y la maldición de la viuda negra;Shanghái, 1934. En un mundo de insectos paralelo al de los humanos, el veterano Inspector Sun, una araña solitaria, lidera su última misión contra su archienemigo Langosta Roja, antes de embarcarse en un merecido retiro. Sus vacaciones a bordo de un avión Pan Am clipper entre Shanghai y San Francisco acaban abruptamente cuando el millonario Dr. Spindelthorp aparece asesinado. Lo que comienza como un caso rutinario para Sun, decidirá finalmente el destino de la humanidad.;24.496;2022-12-28;6.75;135
False;We Live Here: The Midwest;;19.197;2023-12-06;4.5;2
False;Le petit Nicolas - Qu'est-ce qu'on attend pour être heureux ?;"Inclinados sobre un gran folio en blanco en algún lugar entre Montmartre y Saint-Germain-des-Prés, Jean-Jacques Sempé y René Goscinny dan vida a ""El pequeño Nicolás"", un niño risueño y travieso. La suya es una infancia alegre, llena de juegos, diversión, bromas, aprendizaje, complicidad, peleas y castigos. Las aventuras de Nicolás le llevan al estudio de sus creadores, donde habla con ellos de forma distendida. Sempé y Goscinny le cuentan cómo se conocieron y se hicieron amigos, y también responden a preguntas sobre su carrera, su infancia y sus ambiciones.";24.262;2022-10-12;6.7;84
False;La passion de Dodin Bouffant;Francia, 1885. Narra la relación entre Eugenie, una reputada cocinera, y Dodin, el gourmet para el que ha estado trabajando durante los últimos 20 años.;19.738;2023-11-08;7.3;23
False;Tukar Tambah Nasib;;13.295;2023-12-07;7.0;1
False;How to Have Sex;Tres adolescentes británicas se van de vacaciones para celebrar sus ritos de iniciación: beber, salir de fiesta y ligar, en lo que debería ser el mejor verano de sus vidas.;19.167;2023-11-02;6.547;43
False;क्या मस्ती क्या धूम;;23.528;2023-12-17;0.0;0
False;Sumotherhood;;23.465;2023-10-13;6.333;3
False;Familia;Mientras una familia debate sobre el futuro de su idílica finca de olivos durante una comida, la complejidad de sus vínculos sale a la luz entre risas y confesiones.;16.744;2023-11-27;7.5;2
False;Colao 2;;23.414;2023-12-07;0.0;0
False;White Elephant;Un ex miembro de la Marina debe luchar contra su conciencia y su código de honor cuando se ve obligado a hacer cosas por la mafia.;23.411;2022-06-03;6.2;130
False;Wine Club;;17.654;2023-12-15;0.0;0
False;Le règne animal;La aventura de un padre y un hijo, en un mundo en el que algunos humanos han empezado a mutar en otras especies animales.;18.862;2023-10-04;7.416;179
False;Good Burger 2;Después de que su último invento falla, Ed le da la bienvenida a Dex a su antiguo trabajo en Good Burger, que una vez más se pone en peligro cuando Dex idea un plan para recuperarse.;18.009;2023-11-22;7.154;26
False;Christmas Rescue;;10.447;2023-12-14;0.0;0
False;Timeless Heroes: Indiana Jones & Harrison Ford;;16.459;2023-12-01;7.0;3
False;Your Lucky Day;;15.602;2023-11-10;6.8;12
False;Forever;;15.077;2023-07-07;6.265;17
False;The Kings of Queenstown;Una vieja gloria del fútbol venida a menos regresa a Queenstown tras la muerte de su padre. Allí trata de conectar con su hijo, un prometedor jugador con grandes sueños.;20.744;2023-11-17;5.467;15
False;مندوب الليل;;14.414;2023-12-14;0.0;0
False;Scrapper;Georgie, una niña soñadora de 12 años, vive sola y feliz en su piso de Londres, llenándolo de magia. De repente, aparece su padre separado y la obliga a enfrentarse a la realidad.;14.828;2023-08-25;6.6;26
False;Meine Chaosfee & Ich;Un hada llamada Violeta se pierde en el mundo humano. Para volver al mundo de las hadas, se encuentra con una niña de 12 años llamada Maxie y descubre su verdadero destino.;18.21;2022-10-13;7.4;33
False;Historia de un Crimen: Mauricio Leal;Una inspectora de policía tiene 20 días para resolver el caso de un peluquero de famosos que aparece muerto a puñaladas al lado de su madre.;18.581;2023-11-22;6.214;21
False;เพราะรักมันซับซ้อน;;12.141;2023-12-14;0.0;0
False;Manodrome;Ralphie es joven y saludable y su novia está embarazada. Sin embargo, las cosas no están del todo bien. Su trabajo como conductor de Uber no es gratificante ni económicamente estable. Su relación con su cuerpo está construida sobre cimientos inestables. Cuando es introducido en un culto libertario a la masculinidad, las tensiones que han estado creciendo dentro de él salen a la superficie, y Ralphie comienza a perder el control de la realidad.;20.386;2023-11-10;5.5;15
False;Coup de chance;;16.102;2023-09-15;6.654;78
False;Rapito;Bolonia. Año 1858. Los soldados del Papa irrumpen en la casa de los Mortara para secuestrar a su hijo de siete años, Edgardo. La película sigue la lucha de la familia para tratar de recuperar a su hijo ante esta acción de la Iglesia Católica.;12.982;2023-05-25;7.431;189
False;東京物語;Una pareja de ancianos viaja a Tokio para visitar a sus hijos, pero ninguno de ellos tiene tiempo para atenderlos, por lo que deciden enviarlos a un balneario. Cuando regresan, la madre pasa una noche en la casa de una nuera, viuda de uno de sus hijos. A diferencia de sus cuñados, Noriko muestra afecto por sus suegros y conforta a la anciana.;22.035;1953-11-03;8.177;944
False;Once Upon A Time In The American Frontier;;22.221;2023-12-17;0.0;0
False;Precious;;22.218;2023-12-17;0.0;0
False;Zara Larsson - Honor The Light;;22.215;2023-12-17;0.0;0
False;Christmas on Cherry Lane;;15.805;2023-12-09;5.8;8
False;Das Lehrerzimmer;;15.542;2023-05-04;7.8;23
False;Das Lehrerzimmer;;15.542;2023-05-04;7.8;23
False;Just Like a Christmas Movie;;22.079;2023-12-18;0.0;0
False;Now and Then - The Last Beatles Song;"Este documental, dirigido por Oliver Murray, nos lleva a un viaje conmovedor a través de la historia de ""Now and Then"", la última canción inédita de los Beatles. Antes de su fallecimiento en 1979, John Lennon grabó una demo de esta canción en el edificio Dakota, que fue posteriormente entregada a Paul McCartney por Yoko Ono. A pesar de los intentos iniciales de McCartney, Harrison y Starr por trabajar en la canción en 1992, la baja calidad de la grabación original detuvo el proyecto. Sin embargo con la ayuda de la inteligencia artificial, Paul McCartney y Ringo Starr, los últimos miembros vivos de la banda, han logrado completar la mezcla. El cortometraje presenta imágenes y comentarios exclusivos de los miembros de la banda, Sean Ono Lennon y Peter Jackson, brindando una mirada íntima a este emocionante capítulo final en la historia de los Beatles. Tras el estreno de la canción llega el del videoclip creado con IA.";13.789;2023-12-13;8.0;2
False;Il colibrì;"La película sigue la vida de Marco Carrera (Favino), al que todos sus conocidos apodan ""el colibrí"", a lo largo de las décadas. Desde la playa en la que en su adolescencia Marco conoce a Luisa (Bérénice Bejo), la mujer que amará toda su vida; pasando por Roma, donde vivirá durante años junto a su esposa Marina (Kasia Smutniak) y su hija Adèle; y terminando en Florencia junto a su amigo el psicoanalista Daniele Carradori (Nanni Moretti), que le enseñará a hacer frente a los continuos cambios de rumbo y golpes del destino con el mejor de los ánimos.";21.153;2022-10-14;7.167;117
False;뉴 노멀;;15.688;2023-11-08;7.0;2
False;The End of Paralyzed;;21.944;2023-12-17;0.0;0
False;Wow! Nachricht aus dem All;;14.058;2023-12-14;0.0;0
False;Favorite Son Christmas;;10.311;2023-12-14;0.0;0
False;Kaj pa Ester?;;9.542;2023-12-14;0.0;0
False;映画ドラえもん のび太の新恐竜;Nobita visita una exposición de dinosaurios con el colegio y encuentra una piedra que parece ser un fósil de un huevo de dinosaurio. Con el pañuelo del tiempo de Doraemon, devuelve el fósil a su estado original y del huevo salen dos dinosaurios mellizos a los que llama Kyu y Myu. Nobita los cría en secreto, pero cuando se hacen más grandes y ya no puede tenerlos en su habitación, Doraemon sugiere que los lleven a su tiempo. Junto con sus amigos, Doraemon y Nobita se embarcan en un viaje al Cretácico donde vivirán una gran aventura en una misteriosa isla de dinosaurios.;17.327;2020-08-07;7.4;41
False;เรือนขังผี;;13.561;2023-12-14;0.0;0
False;De Tatta’s 2;;12.971;2023-12-14;0.0;0
False;Waitress: The Musical;;14.269;2023-12-07;10.0;1
False;Dos manzanas;Entre 1832 y 1834, con escasos 22 años, el entonces ignoto naturalista inglés, Charles Darwin, visitó la Argentina acompañando la expedición del bergantín Beagle. El viaje, de vital importancia para sus posteriores elaboraciones teóricas, le permitió una entrevista con el ya célebre Juan Manuel De Rosas, quien comandaba entonces una campaña contra el “infiel”, en el crítico período que separó sus dos administraciones.;10.992;2023-12-14;0.0;0
False;A Royal Date for Christmas;;18.03;2023-11-25;8.25;4
False;She Came to Me;Sigue a un compositor de ópera que sufre el bloqueo del escritor y redescubre su pasión después de una aventura de una noche.;13.833;2023-10-06;6.3;20
False;미끼;;11.21;2023-12-14;0.0;0
False;Meeting Kate;;13.472;2023-12-14;0.0;0
False;South to Black Power;"Charles M. Blow pide una ""Gran Migración inversa"" de afroamericanos del Norte de regreso al Sur para revertir las actuales estructuras de poder político al tiempo que reclaman la tierra y la cultura que dejaron atrás.";18.771;2023-11-28;0.0;0
False;Uma Carta para Papai Noel;;12.939;2023-12-14;0.0;0
False;Life Is Not a Competition, But I’m Winning;;11.446;2023-12-14;0.0;0
False;Fight Club;;17.31;2023-12-15;0.0;0
False;நா நா;;13.584;2023-12-15;0.0;0
False;Valami madarak;;9.428;2023-12-14;0.0;0
False;Put the Fun in Funeral;;9.412;2023-12-14;0.0;0
False;All the Beauty and the Bloodshed;Sigue la vida de la artista Nan Goldin y su activismo contra la dinastía farmacéutica de los Sackler, responsables de la mayor epidemia de opioides de la historia de Estados Unidos.;16.447;2022-11-23;7.5;101
False;Tirailleurs;1917. Bakary Diallo se alista en el ejército francés para unirse a su hijo de 17 años, Thierno, quien ha sido reclutado por la fuerza. Enviados al frente, tendrán que enfrentar la guerra juntos. Mientras Thierno aprende a convertirse en un hombre, Bakary hará todo para traerlo de regreso de manera segura.;15.498;2023-01-04;5.981;186
False;Dear Kitakyushu;;9.428;2023-12-14;10.0;1
False;Arrête avec tes mensonges;El escritor Stéphane Belcourt acepta ser el padrino del bicentenario de una famosa marca de coñac. Ello le brinda la ocasión de volver por primera vez a la pequeña ciudad en la que creció. Allí, conoce a Lucas, el hijo de su primer amor. Los recuerdos afloran: el deseo irreprimible, los cuerpos juntos, una pasión oculta... Este primer amor se llamaba Thomas. Tenían 17 años.;18.204;2023-02-22;7.693;57
False;小曉;;20.313;2023-12-08;8.0;1
False;मस्त में रहने का;;13.626;2023-12-08;7.0;1
False;ஜிகர்தண்டா டபுள்X;;14.41;2023-11-10;7.1;7
False;El cuco;Dos parejas, Marc y Anna, de España, y Hans y Olga, de Alemania, intercambian sus casas por vacaciones.;13.075;2023-09-15;5.286;7
False;A Minha Casinha;;9.612;2023-12-14;0.0;0
False;Efekat leptira;;9.351;2023-12-14;0.0;0
False;Otra Historia de Crimen;;9.128;2023-12-14;0.0;0
False;Laissez-moi;;9.109;2023-12-14;0.0;0
False;Новогодний шеф;;9.579;2023-12-14;0.0;0
False;Щелкунчик и Волшебная Флейта;;8.426;2022-11-03;6.906;32
False;Cartório das Almas;;9.054;2023-12-14;0.0;0
False;México 71;En 1971, un grupo de futbolistas argentinas viaja a México para representar a su país por primera vez en un mundial. Tras las falsas promesas de un empresario, cuando llegan a destino descubren que están solas, sin botines, sin camisetas y sin director  técnico. A fuerza de goles y personalidad se volvieron las favoritas del público mexicano y conforman hoy una de las principales y olvidadas páginas de la historia del fútbol argentino.;8.807;2023-12-14;0.0;0
False;瞒天过海;;10.525;2023-12-08;0.0;0
False;Hajduk u Beogradu;;8.801;2023-12-14;0.0;0
False;(A)TEMPORAL;;9.036;2023-12-14;0.0;0
False;Para Kang Papa Mo;;9.193;2023-12-13;0.0;0
False;En liten stund med Moonica Mac;;8.527;2023-12-14;0.0;0
False;חידת שושני;;8.52;2023-12-14;0.0;0
False;Umbra;;8.775;2023-12-14;0.0;0
False;Les Enfants des autres;Rachel tiene 40 años, no tiene hijos. Ella ama su vida: sus estudiantes de secundaria, sus amigos, sus ex, sus lecciones de guitarra. Al enamorarse de Ali, se encariña con Leila, su hija de 4 años. Ella la arropa y la ama como si fuera suya. Pero amar a los hijos de otras personas es un riesgo que vale la pena correr...;16.806;2022-09-21;6.886;158
False;Christmas in Scotland;;13.467;2023-12-06;5.5;4
False;Trevor Noah: Where Was I;;15.941;2023-12-19;0.0;0
False;L'ombra di Caravaggio;Italia, año 1610. Caravaggio es un de los mejores pintores vivos, pero también es un rebelde para la Iglesia Católica, que se atribuye la tarea de decidir que temas religiosos pueden o no ser tratados por el arte. Cuando el Papa Paulo V descubre que el artista utiliza prostitutas, ladrones y vagabundos en su obra, ordena al servicio secreto del Vaticano que lo investigue.;14.486;2022-11-03;6.5;96
False;ஜப்பான்;;11.351;2023-11-09;2.0;1
False;Frybread Face and Me;;8.993;2023-11-24;6.7;3
False;Last Survivors;La imagen se desarrolla después de un evento apocalíptico que obliga a las personas a un aislamiento extremo. Un padre y un hijo, que han vivido fuera de la red durante 20 años, se encuentran con un extraño que amenaza con destruir la utopía que han construido.;19.046;2021-10-01;5.5;82
False;Kuru Otlar Üstüne;;16.274;2023-07-12;7.844;32
